Date,State/UnionTerritory,New_Total_Doses_administered,Total_Doses_administered(new+previous),New_First_dose_administered,First_dose_administered(new+previous),New_Second_dose_administered,Total_Second_dose_administered(new+previous),New_covaxin_doses_administered,Total_covaxin_doses_administered(new+previous),New_covishield_doses_administered,Total_covishield_doses_administered(new+previous),New_sputnik_v_doses_administered,Total_sputnik_v_doses_administered(new+previous),New_aefi,Total_aefi(new+previous)
03-08-2021,Andhra Pradesh,49838,886175,35790,688936,14048,197239,4266,82883,31524,606053,0,0,0,0
03-09-2021,Andhra Pradesh,0,740389,0,530098,13052,210291,6656,89539,44756,650809,0,0,0,0
03-10-2021,Andhra Pradesh,40821,781210,31841,561939,8980,219271,5361,94900,35460,686269,0,0,0,0
03-11-2021,Andhra Pradesh,8243,789453,6754,568693,1489,220760,1812,96712,6430,692699,0,0,0,0
03-12-2021,Andhra Pradesh,48378,837831,37747,606440,10631,231391,7201,103913,41177,733876,0,0,0,0
13-03-2021,Andhra Pradesh,43281,881112,37417,643857,5864,237255,6865,110778,36416,770292,0,0,0,0
14-03-2021,Andhra Pradesh,809,881921,753,644610,56,237311,124,110902,685,770977,0,0,0,0
15-03-2021,Andhra Pradesh,73980,955901,64359,708969,9621,246932,11697,122599,62283,833260,0,0,0,0
16-03-2021,Andhra Pradesh,278174,1234075,267109,976078,11065,257997,22652,145251,255564,1088824,0,0,246,246
17-03-2021,Andhra Pradesh,146885,1380960,136529,1112607,10356,268353,24913,170164,121972,1210796,0,0,3,249
18-03-2021,Andhra Pradesh,91083,1472043,81648,1194255,9435,277788,16531,186695,74552,1285348,0,0,0,249
19-03-2021,Andhra Pradesh,97088,1569131,86701,1280956,10387,288175,16247,202942,80841,1366189,0,0,3,252
20-03-2021,Andhra Pradesh,111870,1681001,100846,1381802,11024,299199,20458,223400,91412,1457601,0,0,0,252
21-03-2021,Andhra Pradesh,8690,1689691,7283,1389085,1407,300606,2839,226239,5851,1463452,0,0,4,256
22-03-2021,Andhra Pradesh,113647,1803338,105201,1494286,8446,309052,18668,244907,94979,1558431,0,0,1,257
23-03-2021,Andhra Pradesh,135824,1939162,123511,1617797,12313,321365,25324,270231,110500,1668931,0,0,1,258
24-03-2021,Andhra Pradesh,123171,2062333,111951,1729748,11220,332585,24911,295142,98260,1767191,0,0,1,259
25-03-2021,Andhra Pradesh,149319,2211652,134811,1864559,14508,347093,30031,325173,119288,1886479,0,0,3,262
26-03-2021,Andhra Pradesh,108961,2320613,96268,1960827,12693,359786,24377,349550,84584,1971063,0,0,3,265
27-03-2021,Andhra Pradesh,130497,2451110,117419,2078246,13078,372864,27994,377544,102503,2073566,0,0,3,268
28-03-2021,Andhra Pradesh,9905,2461015,8319,2086565,1586,374450,1432,378976,8473,2082039,0,0,2,270
29-03-2021,Andhra Pradesh,66106,2527121,62960,2149525,3146,377596,18028,397004,48078,2130117,0,0,3,273
30-03-2021,Andhra Pradesh,94648,2621769,84806,2234331,9842,387438,22601,419605,72047,2202164,0,0,7,280
31-03-2021,Andhra Pradesh,103400,2725169,93687,2328018,9713,397151,28637,448242,74763,2276927,0,0,5,285
04-01-2021,Andhra Pradesh,100552,2825721,93025,2421043,7527,404678,33073,481315,67479,2344406,0,0,1,286
04-02-2021,Andhra Pradesh,72826,2898547,66437,2487480,6389,411067,24471,505786,48355,2392761,0,0,1,287
04-03-2021,Andhra Pradesh,88290,2986837,79334,2566814,8956,420023,24252,530038,64038,2456799,0,0,2,289
04-04-2021,Andhra Pradesh,60731,3047568,54893,2621707,5838,425861,16351,546389,44380,2501179,0,0,1,290
04-05-2021,Andhra Pradesh,95246,3142814,85097,2706804,10149,436010,21403,567792,73843,2575022,0,0,0,290
04-06-2021,Andhra Pradesh,65103,3207917,57518,2764322,7585,443595,16280,584072,48823,2623845,0,0,2,292
04-07-2021,Andhra Pradesh,144093,3352010,126010,2890332,18083,461678,35884,619956,108209,2732054,0,0,1,293
04-08-2021,Andhra Pradesh,144357,3496367,129675,3020007,14682,476360,32091,652047,112266,2844320,0,0,2,295
04-09-2021,Andhra Pradesh,74739,3571106,61059,3081066,13680,490040,13888,665935,60851,2905171,0,0,1,296
04-10-2021,Andhra Pradesh,232131,3803237,200285,3281351,31846,521886,22881,688816,209250,3114421,0,0,1,297
04-11-2021,Andhra Pradesh,89222,3892459,81575,3362926,7647,529533,28122,716938,61100,3175521,0,0,0,297
04-12-2021,Andhra Pradesh,21210,3913669,17497,3380423,3713,533246,12055,728993,9155,3184676,0,0,4,301
13-04-2021,Andhra Pradesh,4850,3918519,3331,3383754,1519,534765,757,729750,4093,3188769,0,0,0,301
14-04-2021,Andhra Pradesh,640237,4558756,589779,3973533,50458,585223,195415,925165,444822,3633591,0,0,3,304
15-04-2021,Andhra Pradesh,38686,4597442,30368,4003901,8318,593541,14595,939760,24091,3657682,0,0,5,309
16-04-2021,Andhra Pradesh,6280,4603722,3568,4007469,2712,596253,2525,942285,3755,3661437,0,0,1,310
17-04-2021,Andhra Pradesh,4138,4607860,2471,4009940,1667,597920,1729,944014,2409,3663846,0,0,1,311
18-04-2021,Andhra Pradesh,5156,4613016,3200,4013140,1956,599876,206,944220,4950,3668796,0,0,0,311
19-04-2021,Andhra Pradesh,143566,4756582,127386,4140526,16180,616056,2944,947164,140622,3809418,0,0,2,313
20-04-2021,Andhra Pradesh,170773,4927355,94046,4234572,76727,692783,19450,966614,151323,3960741,0,0,2,315
21-04-2021,Andhra Pradesh,41094,4968449,22610,4257182,18484,711267,8355,974969,32739,3993480,0,0,1,316
22-04-2021,Andhra Pradesh,359437,5327886,79839,4337021,279598,990865,37209,1012178,322228,4315708,0,0,0,316
23-04-2021,Andhra Pradesh,226893,5554779,127599,4464620,99294,1090159,16681,1028859,210212,4525920,0,0,0,316
24-04-2021,Andhra Pradesh,115088,5669867,78698,4543318,36390,1126549,6503,1035362,108585,4634505,0,0,1,317
25-04-2021,Andhra Pradesh,8775,5678642,4654,4547972,4121,1130670,338,1035700,8437,4642942,0,0,0,317
26-04-2021,Andhra Pradesh,307441,5986083,213714,4761686,93727,1224397,2978,1038678,304463,4947405,0,0,0,317
27-04-2021,Andhra Pradesh,191610,6177693,142344,4904030,49266,1273663,2372,1041050,189238,5136643,0,0,1,318
28-04-2021,Andhra Pradesh,104256,6281949,51016,4955046,53240,1326903,46994,1088044,57262,5193905,0,0,1,319
29-04-2021,Andhra Pradesh,71892,6353841,33365,4988411,38527,1365430,41362,1129406,30530,5224435,0,0,1,320
30-04-2021,Andhra Pradesh,225193,6579034,123600,5112011,101593,1467023,12622,1142028,212571,5437006,0,0,1,321
05-01-2021,Andhra Pradesh,115263,6694297,62949,5174960,52314,1519337,7644,1149672,107619,5544625,0,0,1,322
05-02-2021,Andhra Pradesh,2028,6696325,1433,5176393,595,1519932,313,1149985,1715,5546340,0,0,0,322
05-03-2021,Andhra Pradesh,36442,6732767,19458,5195851,16984,1536916,5244,1155229,31198,5577538,0,0,0,322
05-04-2021,Andhra Pradesh,15261,6748028,8329,5204180,6932,1543848,2697,1157926,12564,5590102,0,0,0,322
05-05-2021,Andhra Pradesh,199197,6947225,69016,5273196,130181,1674029,723,1158649,198474,5788576,0,0,0,322
05-06-2021,Andhra Pradesh,192881,7140106,72349,5345545,120532,1794561,882,1159531,191999,5980575,0,0,0,322
05-07-2021,Andhra Pradesh,115113,7255219,47519,5393064,67594,1862155,8156,1167687,106957,6087532,0,0,0,322
05-08-2021,Andhra Pradesh,155581,7410800,43528,5436592,112053,1974208,50983,1218670,104598,6192130,0,0,0,322
05-09-2021,Andhra Pradesh,14892,7425692,6790,5443382,8102,1982310,7395,1226065,7497,6199627,0,0,0,322
05-10-2021,Andhra Pradesh,2086,7427778,569,5443951,1517,1983827,1655,1227720,431,6200058,0,0,1,323
05-11-2021,Andhra Pradesh,36121,7463899,6962,5450913,29159,2012986,4152,1231872,31969,6232027,0,0,0,323
05-12-2021,Andhra Pradesh,40495,7504394,9045,5459958,31450,2044436,11518,1243390,28977,6261004,0,0,0,323
13-05-2021,Andhra Pradesh,47551,7551945,10125,5470083,37426,2081862,5994,1249384,41557,6302561,0,0,0,323
14-05-2021,Andhra Pradesh,18941,7570886,4461,5474544,14480,2096342,4927,1254311,14014,6316575,0,0,0,323
15-05-2021,Andhra Pradesh,81041,7651927,10170,5484714,70871,2167213,71222,1325533,9819,6326394,0,0,1,324
16-05-2021,Andhra Pradesh,12429,7664356,3043,5487757,9386,2176599,11524,1337057,905,6327299,0,0,0,324
17-05-2021,Andhra Pradesh,66898,7731254,17197,5504954,49701,2226300,59874,1396931,7024,6334323,0,0,1,325
18-05-2021,Andhra Pradesh,68451,7799705,13511,5518465,54940,2281240,62863,1459794,5588,6339911,0,0,0,325
19-05-2021,Andhra Pradesh,35699,7835404,11407,5529872,24292,2305532,30270,1490064,5429,6345340,0,0,0,325
20-05-2021,Andhra Pradesh,22838,7858242,10236,5540108,12602,2318134,17241,1507305,5597,6350937,0,0,1,326
21-05-2021,Andhra Pradesh,35280,7893522,13016,5553124,22264,2340398,28463,1535768,6788,6357725,29,29,0,326
22-05-2021,Andhra Pradesh,18834,7912356,11236,5564360,7598,2347996,9503,1545271,9298,6367023,33,62,0,326
23-05-2021,Andhra Pradesh,3991,7916347,1342,5565702,2649,2350645,3144,1548415,847,6367870,0,62,0,326
24-05-2021,Andhra Pradesh,108340,8024687,92262,5657964,16078,2366723,18676,1567091,89656,6457526,8,70,0,326
25-05-2021,Andhra Pradesh,141626,8166313,133219,5791183,8407,2375130,11942,1579033,129664,6587190,20,90,0,326
26-05-2021,Andhra Pradesh,295185,8461498,286402,6077585,8783,2383913,11502,1590535,283651,6870841,32,122,0,326
27-05-2021,Andhra Pradesh,580175,9041673,568713,6646298,11462,2395375,12135,1602670,568029,7438870,11,133,0,326
28-05-2021,Andhra Pradesh,447723,9489396,430352,7076650,17371,2412746,18878,1621548,428834,7867704,11,144,1,327
29-05-2021,Andhra Pradesh,266874,9756270,198085,7274735,68789,2481535,82261,1703809,184588,8052292,25,169,1,328
30-05-2021,Andhra Pradesh,16654,9772924,13730,7288465,2924,2484459,5224,1709033,11430,8063722,0,169,0,328
31-05-2021,Andhra Pradesh,95823,9868747,67958,7356423,27865,2512324,38420,1747453,57342,8121064,61,230,0,328
06-01-2021,Andhra Pradesh,214668,10083415,197163,7553586,17505,2529829,32839,1780292,181779,8302843,50,280,0,328
06-02-2021,Andhra Pradesh,160427,10243842,142492,7696078,17935,2547764,94968,1875260,65431,8368274,28,308,0,328
06-03-2021,Andhra Pradesh,97459,10341301,90891,7786969,6568,2554332,29197,1904457,68072,8436346,190,498,1,329
06-04-2021,Andhra Pradesh,367109,10708410,354201,8141170,12908,2567240,20861,1925318,345888,8782234,360,858,1,330
06-05-2021,Andhra Pradesh,95412,10803822,90178,8231348,5234,2572474,21007,1946325,73849,8856083,556,1414,0,330
06-06-2021,Andhra Pradesh,66149,10869971,62304,8293652,3845,2576319,16603,1962928,49546,8905629,0,1414,0,330
06-07-2021,Andhra Pradesh,143650,11013621,136235,8429887,7415,2583734,65049,2027977,78095,8983724,506,1920,0,330
06-08-2021,Andhra Pradesh,46374,11059995,42519,8472406,3855,2587589,20055,2048032,25727,9009451,592,2512,0,330
06-09-2021,Andhra Pradesh,174808,11234803,165517,8637923,9291,2596880,8218,2056250,165838,9175289,752,3264,0,330
06-10-2021,Andhra Pradesh,261637,11496440,253418,8891341,8219,2605099,3472,2059722,257592,9432881,573,3837,0,330
06-11-2021,Andhra Pradesh,199929,11696369,194591,9085932,5338,2610437,6738,2066460,193136,9626017,55,3892,1,331
06-12-2021,Andhra Pradesh,180760,11877129,171195,9257127,9565,2620002,4235,2070695,176039,9802056,486,4378,0,331
13-06-2021,Andhra Pradesh,81502,11958631,78538,9335665,2964,2622966,36022,2106717,45480,9847536,0,4378,0,331
14-06-2021,Andhra Pradesh,360756,12319387,347786,9683451,12970,2635936,75296,2182013,285247,10132783,213,4591,0,331
15-06-2021,Andhra Pradesh,86980,12406367,82256,9765707,4724,2640660,20165,2202178,66590,10199373,225,4816,0,331
16-06-2021,Andhra Pradesh,33532,12439899,30155,9795862,3377,2644037,9462,2211640,23879,10223252,191,5007,0,331
17-06-2021,Andhra Pradesh,22802,12462701,21262,9817124,1540,2645577,6293,2217933,16004,10239256,505,5512,0,331
18-06-2021,Andhra Pradesh,24765,12487466,21422,9838546,3343,2648920,7623,2225556,17124,10256380,18,5530,0,331
19-06-2021,Andhra Pradesh,15767,12503233,12409,9850955,3358,2652278,7615,2233171,8127,10264507,25,5555,0,331
20-06-2021,Andhra Pradesh,1437327,13940560,1350274,11201229,87053,2739331,30813,2263984,1406514,11671021,0,5555,0,331
21-06-2021,Andhra Pradesh,70603,14011163,64104,11265333,6499,2745830,8606,2272590,61973,11732994,24,5579,0,331
22-06-2021,Andhra Pradesh,46999,14058162,40801,11306134,6198,2752028,10431,2283021,36348,11769342,220,5799,0,331
23-06-2021,Andhra Pradesh,33792,14091954,25730,11331864,8062,2760090,12476,2295497,21031,11790373,285,6084,0,331
24-06-2021,Andhra Pradesh,312356,14404310,254399,11586263,57957,2818047,34125,2329622,277905,12068278,326,6410,1,332
25-06-2021,Andhra Pradesh,121337,14525647,95190,11681453,26147,2844194,18870,2348492,101967,12170245,500,6910,0,331
26-06-2021,Andhra Pradesh,301899,14827546,239494,11920947,62405,2906599,12306,2360798,288449,12458694,1144,8054,1,332
27-06-2021,Andhra Pradesh,41253,14868799,37685,11958632,3568,2910167,2492,2363290,38761,12497455,0,8054,0,332
28-06-2021,Andhra Pradesh,225880,15094679,161391,12120023,64489,2974656,9299,2372589,215632,12713087,949,9003,1,333
29-06-2021,Andhra Pradesh,294370,15389049,226813,12346836,67557,3042213,19920,2392509,273363,12986450,1087,10090,0,333
30-06-2021,Andhra Pradesh,314305,15703354,240516,12587352,73789,3116002,119319,2511828,193232,13179682,1754,11844,0,333
07-01-2021,Andhra Pradesh,281969,15985323,217723,12805075,64246,3180248,47045,2558873,233986,13413668,938,12782,1,334
07-02-2021,Andhra Pradesh,346273,16331596,293438,13098513,52835,3233083,38339,2597212,307421,13721089,513,13295,1,335
07-03-2021,Andhra Pradesh,109686,16441282,74355,13172868,35331,3268414,32503,2629715,76249,13797338,934,14229,0,335
07-04-2021,Andhra Pradesh,18540,16459822,15490,13188358,3050,3271464,11935,2641650,6548,13803886,57,14286,0,335
07-05-2021,Andhra Pradesh,122301,16582123,76212,13264570,46089,3317553,92089,2733739,29109,13832995,1103,15389,0,335
07-06-2021,Andhra Pradesh,51801,16633924,34026,13298596,17775,3335328,37561,2771300,13548,13846543,692,16081,1,336
07-07-2021,Andhra Pradesh,42865,16676789,23689,13322285,19176,3354504,19999,2791299,22216,13868759,650,16731,0,336
07-08-2021,Andhra Pradesh,39122,16715911,25134,13347419,13988,3368492,23288,2814587,13532,13882291,2302,19033,1,337
07-09-2021,Andhra Pradesh,36739,16752650,25571,13372990,11168,3379660,27002,2841589,7925,13890216,1812,20845,0,337
07-10-2021,Andhra Pradesh,193067,16945717,99630,13472620,93437,3473097,17501,2859090,174313,14064529,1253,22098,0,337
07-11-2021,Andhra Pradesh,108589,17054306,57545,13530165,51044,3524141,3154,2862244,105422,14169951,13,22111,0,337
07-12-2021,Andhra Pradesh,303094,17357400,150063,13680228,153031,3677172,12343,2874587,289579,14459530,1172,23283,1,338
13-07-2021,Andhra Pradesh,232077,17589477,137340,13817568,94737,3771909,8322,2882909,223013,14682543,742,24025,4,342
14-07-2021,Andhra Pradesh,450613,18040090,373544,14191112,77069,3848978,28064,2910973,421848,15104391,701,24726,0,342
15-07-2021,Andhra Pradesh,90050,18130140,51297,14242409,38753,3887731,6745,2917718,81392,15185783,1913,26639,1,343
16-07-2021,Andhra Pradesh,261645,18391785,152861,14395270,108784,3996515,5144,2922862,254647,15440430,1854,28493,0,343
17-07-2021,Andhra Pradesh,233943,18625728,112477,14507747,121466,4117981,7903,2930765,224057,15664487,1983,30476,1,344
18-07-2021,Andhra Pradesh,23323,18649051,5959,14513706,17364,4135345,2991,2933756,20160,15684647,172,30648,6,350
19-07-2021,Andhra Pradesh,148916,18797967,45420,14559126,103496,4238841,16289,2950045,131489,15816136,1138,31786,1,351
20-07-2021,Andhra Pradesh,238271,19036238,109155,14668281,129116,4367957,35548,2985593,201864,16018000,859,32645,0,351
21-07-2021,Andhra Pradesh,118579,19154817,71098,14739379,47481,4415438,10385,2995978,107111,16125111,1083,33728,0,351
22-07-2021,Andhra Pradesh,170000,19324817,79342,14818721,90658,4506096,37221,3033199,132111,16257222,668,34396,2,353
23-07-2021,Andhra Pradesh,148698,19473515,53110,14871831,95588,4601684,56810,3090009,91205,16348427,683,35079,0,353
24-07-2021,Andhra Pradesh,92074,19565589,38498,14910329,53576,4655260,32059,3122068,59028,16407455,987,36066,0,353
25-07-2021,Andhra Pradesh,5297,19570886,3092,14913421,2205,4657465,2738,3124806,2423,16409878,136,36202,0,353
26-07-2021,Andhra Pradesh,1182626,20753512,820408,15733829,362218,5019683,37065,3161871,1144937,17554815,624,36826,0,353
27-07-2021,Andhra Pradesh,174575,20928087,95491,15829320,79084,5098767,14130,3176001,159863,17714678,582,37408,0,353
28-07-2021,Andhra Pradesh,97538,21025625,31650,15860970,65888,5164655,29468,3205469,67557,17782235,513,37921,1,354
29-07-2021,Andhra Pradesh,147630,21173255,45295,15906265,102335,5266990,31685,3237154,115437,17897672,508,38429,0,354
30-07-2021,Andhra Pradesh,241358,21414613,44575,15950840,196783,5463773,54112,3291266,185155,18082827,2091,40520,1,355
31-07-2021,Andhra Pradesh,254780,21669393,145961,16096801,108819,5572592,49510,3340776,203374,18286201,1896,42416,0,355
08-01-2021,Andhra Pradesh,217817,21887210,204271,16301072,13546,5586138,43043,3383819,174585,18460786,189,42605,0,355
08-02-2021,Andhra Pradesh,411723,22298933,266628,16567700,145095,5731233,51737,3435556,358703,18819489,1283,43888,4,359
08-03-2021,Andhra Pradesh,177206,22476139,108451,16676151,68755,5799988,41130,3476686,135199,18954688,877,44765,0,359
08-04-2021,Andhra Pradesh,174121,22650260,110095,16786246,64026,5864014,80008,3556694,93687,19048375,426,45191,0,359
08-05-2021,Andhra Pradesh,172074,22822334,102954,16889200,69120,5933134,67074,3623768,103860,19152235,1140,46331,0,359
08-06-2021,Andhra Pradesh,567969,23390303,430352,17319552,137617,6070751,60411,3684179,505994,19658229,1564,47895,2,361
08-07-2021,Andhra Pradesh,226916,23617219,157571,17477123,69345,6140096,43012,3727191,182453,19840682,1451,49346,0,361
08-08-2021,Andhra Pradesh,81787,23699006,54338,17531461,27449,6167545,19984,3747175,61733,19902415,70,49416,224,585
08-09-2021,Andhra Pradesh,143889,23842895,97122,17628583,46767,6214312,57415,3804590,86054,19988469,420,49836,71,656
16-01-2021,Arunachal Pradesh,81,81,81,81,0,0,0,0,81,81,0,0,0,0
17-01-2021,Arunachal Pradesh,97,178,97,178,0,0,0,0,97,178,0,0,0,0
18-01-2021,Arunachal Pradesh,382,560,382,560,0,0,0,0,382,560,0,0,0,0
19-01-2021,Arunachal Pradesh,14,574,14,574,0,0,0,0,14,574,0,0,0,0
20-01-2021,Arunachal Pradesh,27,601,27,601,0,0,0,0,27,601,0,0,0,0
21-01-2021,Arunachal Pradesh,553,1154,553,1154,0,0,0,0,553,1154,0,0,0,0
22-01-2021,Arunachal Pradesh,664,1818,664,1818,0,0,0,0,664,1818,0,0,0,0
23-01-2021,Arunachal Pradesh,628,2446,628,2446,0,0,0,0,628,2446,0,0,0,0
24-01-2021,Arunachal Pradesh,83,2529,83,2529,0,0,0,0,83,2529,0,0,0,0
25-01-2021,Arunachal Pradesh,913,3442,913,3442,0,0,0,0,913,3442,0,0,0,0
26-01-2021,Arunachal Pradesh,20,3462,20,3462,0,0,0,0,20,3462,0,0,0,0
27-01-2021,Arunachal Pradesh,536,3998,536,3998,0,0,0,0,536,3998,0,0,0,0
28-01-2021,Arunachal Pradesh,1472,5470,1472,5470,0,0,0,0,1472,5470,0,0,0,0
29-01-2021,Arunachal Pradesh,636,6106,636,6106,0,0,0,0,636,6106,0,0,0,0
30-01-2021,Arunachal Pradesh,385,6491,385,6491,0,0,0,0,385,6491,0,0,0,0
31-01-2021,Arunachal Pradesh,34,6525,34,6525,0,0,0,0,34,6525,0,0,0,0
02-01-2021,Arunachal Pradesh,143,6668,143,6668,0,0,0,0,143,6668,0,0,0,0
02-02-2021,Arunachal Pradesh,0,6668,0,6668,0,0,0,0,0,6668,0,0,0,0
02-03-2021,Arunachal Pradesh,90,6758,90,6758,0,0,0,0,90,6758,0,0,0,0
02-04-2021,Arunachal Pradesh,1027,7785,1027,7785,0,0,0,0,1027,7785,0,0,0,0
02-05-2021,Arunachal Pradesh,960,8745,960,8745,0,0,0,0,960,8745,0,0,0,0
02-06-2021,Arunachal Pradesh,543,9288,543,9288,0,0,0,0,543,9288,0,0,0,0
02-07-2021,Arunachal Pradesh,4,9292,4,9292,0,0,0,0,4,9292,0,0,0,0
02-08-2021,Arunachal Pradesh,1146,10438,1146,10438,0,0,6,6,1140,10432,0,0,0,0
02-09-2021,Arunachal Pradesh,27,10465,27,10465,0,0,22,28,5,10437,0,0,0,0
02-10-2021,Arunachal Pradesh,64,10529,64,10529,0,0,0,28,64,10501,0,0,0,0
02-11-2021,Arunachal Pradesh,843,11372,843,11372,0,0,0,28,843,11344,0,0,0,0
02-12-2021,Arunachal Pradesh,801,12173,801,12173,0,0,0,28,801,12145,0,0,0,0
13-02-2021,Arunachal Pradesh,1534,13707,1078,13251,456,456,0,28,1078,13223,0,0,0,0
14-02-2021,Arunachal Pradesh,23,13730,23,13274,0,456,0,28,23,13246,0,0,0,0
15-02-2021,Arunachal Pradesh,3288,17018,2160,15434,1128,1584,0,28,2160,15406,0,0,0,0
16-02-2021,Arunachal Pradesh,112,17130,112,15546,0,1584,2,30,110,15516,0,0,0,0
17-02-2021,Arunachal Pradesh,6,17136,6,15552,0,1584,0,30,6,15522,0,0,0,0
18-02-2021,Arunachal Pradesh,3285,20421,1837,17389,1448,3032,4,34,1833,17355,0,0,0,0
19-02-2021,Arunachal Pradesh,3561,23982,2483,19872,1078,4110,1,35,2482,19837,0,0,0,0
20-02-2021,Arunachal Pradesh,256,24238,146,20018,110,4220,19,54,127,19964,0,0,0,0
21-02-2021,Arunachal Pradesh,0,24238,0,20018,0,4220,0,54,0,19964,0,0,0,0
22-02-2021,Arunachal Pradesh,2666,26904,1532,21550,1134,5354,17,71,1515,21479,0,0,0,0
23-02-2021,Arunachal Pradesh,1540,28444,1207,22757,333,5687,2,73,1205,22684,0,0,0,0
24-02-2021,Arunachal Pradesh,24,28468,24,22781,0,5687,0,73,24,22708,0,0,0,0
25-02-2021,Arunachal Pradesh,2741,31209,1868,24649,873,6560,0,73,1868,24576,0,0,0,0
26-02-2021,Arunachal Pradesh,1656,32865,1254,25903,402,6962,3,76,1251,25827,0,0,0,0
27-02-2021,Arunachal Pradesh,0,32865,0,25903,0,6962,0,76,0,25827,0,0,0,0
28-02-2021,Arunachal Pradesh,0,32865,0,25903,0,6962,0,76,0,25827,0,0,0,0
03-01-2021,Arunachal Pradesh,0,32865,0,25903,0,6962,0,76,0,25827,0,0,0,0
03-02-2021,Arunachal Pradesh,4625,37490,3938,29841,687,7649,4,80,3934,29761,0,0,0,0
03-03-2021,Arunachal Pradesh,447,37937,412,30253,35,7684,6,86,406,30167,0,0,0,0
03-04-2021,Arunachal Pradesh,3461,41398,2883,33136,578,8262,25,111,2858,33025,0,0,0,0
03-05-2021,Arunachal Pradesh,3483,44881,2598,35734,885,9147,5,116,2593,35618,0,0,0,0
03-06-2021,Arunachal Pradesh,2020,46901,1515,37249,505,9652,9,125,1506,37124,0,0,0,0
03-07-2021,Arunachal Pradesh,59,46960,50,37299,9,9661,3,128,47,37171,0,0,0,0
03-08-2021,Arunachal Pradesh,2990,49950,2152,39451,838,10499,13,141,2139,39310,0,0,0,0
03-09-2021,Arunachal Pradesh,0,41504,0,30634,371,10870,0,0,2191,41501,0,0,0,0
03-10-2021,Arunachal Pradesh,171,41675,135,30769,36,10906,0,0,171,41672,0,0,0,0
03-11-2021,Arunachal Pradesh,2834,44509,2178,32947,656,11562,0,0,2834,44506,0,0,0,0
03-12-2021,Arunachal Pradesh,2254,46763,1712,34659,542,12104,0,0,2254,46760,0,0,0,0
13-03-2021,Arunachal Pradesh,1380,48143,936,35595,444,12548,0,0,1380,48140,0,0,0,0
14-03-2021,Arunachal Pradesh,72,48215,59,35654,13,12561,0,0,72,48212,0,0,0,0
15-03-2021,Arunachal Pradesh,3163,51378,2431,38085,732,13293,0,0,3163,51375,0,0,0,0
16-03-2021,Arunachal Pradesh,12026,63404,11568,49653,458,13751,0,0,12029,63404,0,0,252,252
17-03-2021,Arunachal Pradesh,466,63870,425,50078,41,13792,0,0,466,63870,0,0,0,252
18-03-2021,Arunachal Pradesh,3372,67242,2433,52511,939,14731,0,0,3372,67242,0,0,0,252
